agreement_title,agreement_url,agreement_info,category,subcategory,url,raw_path,markdown_path
2007-2010 Sound Recordings Code MOA,https://www.sagaftra.org/sites/default/files/07-10_sound_recordings_moa_0.pdf,This is a memorandum of agreement which details additions and/or changes to our master Sound Recordings Agreement.,Sound Recordings,,https://www.sagaftra.org/production-center/contract/806/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/07-10_sound_recordings_moa_0.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/07-10_sound_recordings_moa_0.md
2006-2007 Sound Recordings Code Extension,https://www.sagaftra.org/sites/default/files/06-07_sr_moa_0.pdf,This is an extension of our master Sound Recordings Agreement.,Sound Recordings,,https://www.sagaftra.org/production-center/contract/806/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/06-07_sr_moa_0.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/06-07_sr_moa_0.md
2002-2006 Sound Recordings Code,https://www.sagaftra.org/sites/default/files/2002-2006_aftra_national_code_of_fair_practice_for_sound_recordings.pdf,This is the master agreement for producers of Sound Recordings and details their responsibilities under the Code.,Sound Recordings,,https://www.sagaftra.org/production-center/contract/806/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2002-2006_aftra_national_code_of_fair_practice_for_sound_recordings.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2002-2006_aftra_national_code_of_fair_practice_for_sound_recordings.md
2023 Basic Cable Animation Agreement,https://www.sagaftra.org/sites/default/files/2023%20Basic%20Cable%20Animation%20Agreement.PDF,"This is the agreement for animated productions for basic cable through June 30, 2026.",Television Contracts,Basic Cable Animation,https://www.sagaftra.org/production-center/contract/808/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2023%20Basic%20Cable%20Animation%20Agreement.PDF,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2023%20Basic%20Cable%20Animation%20Agreement.PDF.md
2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,This memorandum details modifications to the existing Basic Agreement and Television Agreement,Television Contracts,Basic Cable Animation,https://www.sagaftra.org/production-center/contract/808/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.md
2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf,,Television Contracts,Basic Cable Animation,https://www.sagaftra.org/production-center/contract/808/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2023_Theatrical_Television_MOA.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2023_Theatrical_Television_MOA.md
2020 Television Animation Agreement,https://www.sagaftra.org/sites/default/files/2020%20MOA%20SAG-AFTRA%20Animation%20TV%20Agreement.pdf,This is the agreement for animated television productions.,Television Contracts,Basic Cable Animation,https://www.sagaftra.org/production-center/contract/808/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2020%20MOA%20SAG-AFTRA%20Animation%20TV%20Agreement.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2020%20MOA%20SAG-AFTRA%20Animation%20TV%20Agreement.md
2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf,This memorandum details modifications to the existing Basic Agreement and Television Agreement.,Television Contracts,Basic Cable Animation,https://www.sagaftra.org/production-center/contract/808/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2017_sag-aftra_theatrical-television_moa_7.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2017_sag-aftra_theatrical-television_moa_7.md
2020 Basic Cable Animation Agreement,https://www.sagaftra.org/sites/default/files/2020%20MOA%20SAG-AFTRA%20Animation%20Basic%20Cable.pdf,This is the agreement for animated productions for basic cable.,Television Contracts,Basic Cable Animation,https://www.sagaftra.org/production-center/contract/808/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2020%20MOA%20SAG-AFTRA%20Animation%20Basic%20Cable.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2020%20MOA%20SAG-AFTRA%20Animation%20Basic%20Cable.md
2018 Basic Cable Animation Agreement,https://www.sagaftra.org/sites/default/files/2018%20MOA%20SAG-AFTRA%20MOA%20Basic%20Cable%20Animation.pdf,"This is the agreement for animated productions for basic cable through June 30, 2020.",Television Contracts,Basic Cable Animation,https://www.sagaftra.org/production-center/contract/808/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2018%20MOA%20SAG-AFTRA%20MOA%20Basic%20Cable%20Animation.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2018%20MOA%20SAG-AFTRA%20MOA%20Basic%20Cable%20Animation.md
2014 SAG-AFTRA TV Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_tv_agreement_7.pdf,"This is the master agreement for television productions, and spells out the responsibilities of producers working in that medium.",Television Contracts,Basic Cable Animation,https://www.sagaftra.org/production-center/contract/808/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2014_sag-aftra_tv_agreement_7.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2014_sag-aftra_tv_agreement_7.md
2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,"This memorandum details modifications to the existing Basic Agreement and Television Agreement 
Informational / Guide PDF",Television Contracts,Basic Cable Live Action,https://www.sagaftra.org/production-center/contract/809/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.md
2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf,Informational / Guide PDF,Television Contracts,Basic Cable Live Action,https://www.sagaftra.org/production-center/contract/809/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2023_Theatrical_Television_MOA.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2023_Theatrical_Television_MOA.md
2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf,"This memorandum details modifications to the existing Basic Agreement and Television Agreement.
Informational / Guide PDF",Television Contracts,Basic Cable Live Action,https://www.sagaftra.org/production-center/contract/809/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2017_sag-aftra_theatrical-television_moa_7.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2017_sag-aftra_theatrical-television_moa_7.md
2014 SAG-AFTRA Basic Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_cba_1.pdf,"This is the master agreement for theatrical motion pictures, and spells out the responsibilities of producers working in that medium.
Informational / Guide PDF",Television Contracts,Basic Cable Live Action,https://www.sagaftra.org/production-center/contract/809/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2014_sag-aftra_cba_1.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2014_sag-aftra_cba_1.md
2014 SAG-AFTRA TV Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_tv_agreement_7.pdf,"This is the master agreement for television productions, and spells out the responsibilities of producers working in that medium.
Informational / Guide PDF",Television Contracts,Basic Cable Live Action,https://www.sagaftra.org/production-center/contract/809/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2014_sag-aftra_tv_agreement_7.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2014_sag-aftra_tv_agreement_7.md
2014 Television Adherence Letter,https://www.sagaftra.org/sites/default/files/adherence_letter_television_2_4_1.pdf,"This is the television agreement for independent producers. Sample PDF",Television Contracts,Basic Cable Live Action,https://www.sagaftra.org/production-center/contract/809/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/adherence_letter_television_2_4_1.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/adherence_letter_television_2_4_1.md
2024 MOA National Code of Fair Practice for Network TV Broadcasting,https://www.sagaftra.org/sites/default/files/2024%20MOA%20National%20Code%20of%20Fair%20Practice%20for%20Network%20TV%20Broadcasting.pdf,This memorandum details modifications to the existing Network Code Agreement.,Television Contracts,Television,https://www.sagaftra.org/production-center/contract/810/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2024%20MOA%20National%20Code%20of%20Fair%20Practice%20for%20Network%20TV%20Broadcasting.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2024%20MOA%20National%20Code%20of%20Fair%20Practice%20for%20Network%20TV%20Broadcasting.md
2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,This memorandum details modifications to the existing Basic Agreement and Television Agreement,Television Contracts,Television,https://www.sagaftra.org/production-center/contract/810/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.md
2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf,,Television Contracts,Television,https://www.sagaftra.org/production-center/contract/810/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2023_Theatrical_Television_MOA.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2023_Theatrical_Television_MOA.md
2021 MOA National Code of Fair Practice for Network TV Broadcasting,https://www.sagaftra.org/sites/default/files/Network%20Code%202021-24%20MOA%20FE.pdf,This memorandum details modifications to the existing Network Code Agreement.,Television Contracts,Television,https://www.sagaftra.org/production-center/contract/810/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/Network%20Code%202021-24%20MOA%20FE.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/Network%20Code%202021-24%20MOA%20FE.md
2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf,This memorandum details modifications to the existing Basic Agreement and Television Agreement.,Television Contracts,Television,https://www.sagaftra.org/production-center/contract/810/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2017_sag-aftra_theatrical-television_moa_7.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2017_sag-aftra_theatrical-television_moa_7.md
Memorandum of Agreement Theatrical-Television 2014,https://www.sagaftra.org/sites/default/files/memorandum_of_agreement_theatrical_television_2014_1_3_11.pdf,This memorandum details modifications to the existing Basic Agreement and Television Agreement.,Television Contracts,Television,https://www.sagaftra.org/production-center/contract/810/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/memorandum_of_agreement_theatrical_television_2014_1_3_11.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/memorandum_of_agreement_theatrical_television_2014_1_3_11.md
2014-2018 SAG-AFTRA Network Code,https://www.sagaftra.org/sites/default/files/2014-2018_network_television_code_v13.pdf,"This is the master agreement for non-dramatic television productions, and spells out the responsibilities of producers working in that medium.",Television Contracts,Television,https://www.sagaftra.org/production-center/contract/810/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2014-2018_network_television_code_v13.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2014-2018_network_television_code_v13.md
2018 MOA National Code of Fair Practice for Network TV Broadcasting,https://www.sagaftra.org/sites/default/files/2018MOA-TV-National-Code_0.pdf,,Television Contracts,Television,https://www.sagaftra.org/production-center/contract/810/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2018MOA-TV-National-Code_0.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2018MOA-TV-National-Code_0.md
2018-2022 National Public Television MOA,https://www.sagaftra.org/sites/default/files/2018-2022PublicTVMOAFE_0.pdf,This outlines the updates to the 2010-2013 National Public Television Agreement and the 2013-2016 Public Television Memorandum of Agreement.,Television Contracts,Television,https://www.sagaftra.org/production-center/contract/810/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2018-2022PublicTVMOAFE_0.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2018-2022PublicTVMOAFE_0.md
2014 SAG-AFTRA TV Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_tv_agreement_7.pdf,"This is the master agreement for television productions, and spells out the responsibilities of producers working in that medium.",Television Contracts,Television,https://www.sagaftra.org/production-center/contract/810/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2014_sag-aftra_tv_agreement_7.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2014_sag-aftra_tv_agreement_7.md
2023 Television Animation Agreement,https://www.sagaftra.org/sites/default/files/2023%20Television%20Animation%20Agreement.PDF,"This is the agreement for animated television productions through June 30, 2026.",Television Contracts,Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2023%20Television%20Animation%20Agreement.PDF,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2023%20Television%20Animation%20Agreement.PDF.md
2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,This memorandum details modifications to the existing Basic Agreement and Television Agreement,Television Contracts,Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.md
2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf,,Television Contracts,Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2023_Theatrical_Television_MOA.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2023_Theatrical_Television_MOA.md
2020 Television Animation Agreement,https://www.sagaftra.org/sites/default/files/2020%20MOA%20SAG-AFTRA%20Animation%20TV%20Agreement.pdf,This is the agreement for animated television productions.,Television Contracts,Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2020%20MOA%20SAG-AFTRA%20Animation%20TV%20Agreement.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2020%20MOA%20SAG-AFTRA%20Animation%20TV%20Agreement.md
2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf,This memorandum details modifications to the existing Basic Agreement and Television Agreement.,Television Contracts,Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2017_sag-aftra_theatrical-television_moa_7.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2017_sag-aftra_theatrical-television_moa_7.md
2018 Television Animation Agreement,https://www.sagaftra.org/sites/default/files/2018%20SAG-AFTRA%20MOA%20TV%20Animation.pdf,"This is the agreement for animated television productions through June 30, 2020.",Television Contracts,Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2018%20SAG-AFTRA%20MOA%20TV%20Animation.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2018%20SAG-AFTRA%20MOA%20TV%20Animation.md
2014 Television Animation Agreement,https://www.sagaftra.org/sites/default/files/television_animation_agreement_sag_aftra_1_45_0.pdf,This is the agreement for animated television productions.,Television Contracts,Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/television_animation_agreement_sag_aftra_1_45_0.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/television_animation_agreement_sag_aftra_1_45_0.md
2014 SAG-AFTRA TV Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_tv_agreement_7.pdf,"This is the master agreement for television productions, and spells out the responsibilities of producers working in that medium.",Television Contracts,Television Animation,https://www.sagaftra.org/production-center/contract/811/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2014_sag-aftra_tv_agreement_7.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2014_sag-aftra_tv_agreement_7.md
2024 MOA National Code of Fair Practice for Network TV Broadcasting,https://www.sagaftra.org/sites/default/files/2024%20MOA%20National%20Code%20of%20Fair%20Practice%20for%20Network%20TV%20Broadcasting.pdf,This memorandum details modifications to the existing Network Code Agreement.,Television Contracts,Television Live Action,https://www.sagaftra.org/production-center/contract/812/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2024%20MOA%20National%20Code%20of%20Fair%20Practice%20for%20Network%20TV%20Broadcasting.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2024%20MOA%20National%20Code%20of%20Fair%20Practice%20for%20Network%20TV%20Broadcasting.md
2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,This memorandum details modifications to the existing Basic Agreement and Television Agreement,Television Contracts,Television Live Action,https://www.sagaftra.org/production-center/contract/812/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.md
2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf,,Television Contracts,Television Live Action,https://www.sagaftra.org/production-center/contract/812/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2023_Theatrical_Television_MOA.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2023_Theatrical_Television_MOA.md
2021 MOA National Code of Fair Practice for Network TV Broadcasting,https://www.sagaftra.org/sites/default/files/Network%20Code%202021-24%20MOA%20FE.pdf,This memorandum details modifications to the existing Network Code Agreement.,Television Contracts,Television Live Action,https://www.sagaftra.org/production-center/contract/812/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/Network%20Code%202021-24%20MOA%20FE.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/Network%20Code%202021-24%20MOA%20FE.md
2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf,This memorandum details modifications to the existing Basic Agreement and Television Agreement.,Television Contracts,Television Live Action,https://www.sagaftra.org/production-center/contract/812/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2017_sag-aftra_theatrical-television_moa_7.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2017_sag-aftra_theatrical-television_moa_7.md
2014-2018 SAG-AFTRA Network Code,https://www.sagaftra.org/sites/default/files/2014-2018_network_television_code_v13.pdf,"This is the master agreement for non-dramatic television productions, and spells out the responsibilities of producers working in that medium.",Television Contracts,Television Live Action,https://www.sagaftra.org/production-center/contract/812/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2014-2018_network_television_code_v13.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2014-2018_network_television_code_v13.md
2018 MOA National Code of Fair Practice for Network TV Broadcasting,https://www.sagaftra.org/sites/default/files/2018MOA-TV-National-Code_0.pdf,,Television Contracts,Television Live Action,https://www.sagaftra.org/production-center/contract/812/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2018MOA-TV-National-Code_0.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2018MOA-TV-National-Code_0.md
2018-2022 National Public Television MOA,https://www.sagaftra.org/sites/default/files/2018-2022PublicTVMOAFE_0.pdf,This outlines the updates to the 2010-2013 National Public Television Agreement and the 2013-2016 Public Television Memorandum of Agreement.,Television Contracts,Television Live Action,https://www.sagaftra.org/production-center/contract/812/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2018-2022PublicTVMOAFE_0.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2018-2022PublicTVMOAFE_0.md
2014 SAG-AFTRA Basic Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_cba_1.pdf,"This is the master agreement for theatrical motion pictures, and spells out the responsibilities of producers working in that medium.",Television Contracts,Television Live Action,https://www.sagaftra.org/production-center/contract/812/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2014_sag-aftra_cba_1.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2014_sag-aftra_cba_1.md
2014 SAG-AFTRA TV Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_tv_agreement_7.pdf,"This is the master agreement for television productions, and spells out the responsibilities of producers working in that medium.",Television Contracts,Television Live Action,https://www.sagaftra.org/production-center/contract/812/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2014_sag-aftra_tv_agreement_7.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2014_sag-aftra_tv_agreement_7.md
2020 SAG-AFTRA MOA 7-22-20,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,This memorandum details modifications to the existing Basic Agreement and Television Agreement,Theatrical Contracts,Theatrical (Basic or CBA),https://www.sagaftra.org/production-center/contract/818/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.md
2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf,,Theatrical Contracts,Theatrical (Basic or CBA),https://www.sagaftra.org/production-center/contract/818/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2023_Theatrical_Television_MOA.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2023_Theatrical_Television_MOA.md
2017 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2017_sag-aftra_theatrical-television_moa_7.pdf,This memorandum details modifications to the existing Basic Agreement and Television Agreement.,Theatrical Contracts,Theatrical (Basic or CBA),https://www.sagaftra.org/production-center/contract/818/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2017_sag-aftra_theatrical-television_moa_7.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2017_sag-aftra_theatrical-television_moa_7.md
2014 SAG-AFTRA Basic Agreement,https://www.sagaftra.org/sites/default/files/2014_sag-aftra_cba_1.pdf,"This is the master agreement for theatrical motion pictures, and spells out the responsibilities of producers working in that medium.",Theatrical Contracts,Theatrical (Basic or CBA),https://www.sagaftra.org/production-center/contract/818/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2014_sag-aftra_cba_1.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2014_sag-aftra_cba_1.md
2020 Theatrical Adherence Letter,https://www.sagaftra.org/sites/default/files/Independent%28TH%29AdherenceLetter%20%5BSAMPLE%5D.pdf,This is the form a producer signs to producer under the 2020 Theatrical Codified Basic Agreement.,Theatrical Contracts,Theatrical (Basic or CBA),https://www.sagaftra.org/production-center/contract/818/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/Independent%28TH%29AdherenceLetter%20%5BSAMPLE%5D.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/Independent%28TH%29AdherenceLetter%20%5BSAMPLE%5D.md
Low Budget Theatrical Agreement (LBA),https://www.sagaftra.org/sites/default/files/Low%20Budget%20Agreement%20Rev.%202.21.23%20SAMPLE.pdf,"This is the agreement for independent producers making theatrical films under $2,000,000.",Theatrical Contracts,Low Budget Theatrical (LBA),https://www.sagaftra.org/production-center/contract/814/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/Low%20Budget%20Agreement%20Rev.%202.21.23%20SAMPLE.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/Low%20Budget%20Agreement%20Rev.%202.21.23%20SAMPLE.md
2020 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,This memorandum details modifications to the existing Basic Agreement and Television Agreement,Theatrical Contracts,Low Budget Theatrical (LBA),https://www.sagaftra.org/production-center/contract/814/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2020%20SAG-AFTRA%20MOA%207-22-20%20%2800223283xBE9D7%29-signed.md
2023 Theatrical/Television MOA,https://www.sagaftra.org/sites/default/files/2023_Theatrical_Television_MOA.pdf,,Theatrical Contracts,Low Budget Theatrical (LBA),https://www.sagaftra.org/production-center/contract/814/getting-started,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/raw/2023_Theatrical_Television_MOA.pdf,/Users/juankostelec/Google_drive/Projects/legal-assistant-bot/data/markdown/2023_Theatrical_Television_MOA.md
